ENDW,REG,ENDWRES,SCEN,Value
AEZ12,USA,pe,BAU_noES,44.040393829
AEZ13,USA,pe,BAU_noES,41.513088226
AEZ14,USA,pe,BAU_noES,32.325305939
AEZ15,USA,pe,BAU_noES,26.74338913
AEZ16,USA,pe,BAU_noES,43.533462524
AEZ17,USA,pe,BAU_noES,24120.189453
AEZ18,USA,pe,BAU_noES,20.606470108
UnSkLab,USA,pe,BAU_noES,4.6625208855
SkLab,USA,pe,BAU_noES,10.609665871
Capital,USA,pe,BAU_noES,-7.0594882965
NatRes,USA,pe,BAU_noES,203.89976501
AEZ1,VNM,pe,BAU_noES,14.882056236
AEZ2,VNM,pe,BAU_noES,14.882056236
AEZ3,VNM,pe,BAU_noES,14.882056236
AEZ4,VNM,pe,BAU_noES,15.465782166
AEZ5,VNM,pe,BAU_noES,21.639232635
AEZ6,VNM,pe,BAU_noES,27.054847717
AEZ7,VNM,pe,BAU_noES,14.882056236
AEZ8,VNM,pe,BAU_noES,14.882056236
AEZ9,VNM,pe,BAU_noES,14.882056236
AEZ10,VNM,pe,BAU_noES,14.882056236
AEZ11,VNM,pe,BAU_noES,42.169696808
AEZ12,VNM,pe,BAU_noES,21.771598816
AEZ13,VNM,pe,BAU_noES,14.882056236
AEZ14,VNM,pe,BAU_noES,14.882056236
AEZ15,VNM,pe,BAU_noES,14.882056236
AEZ16,VNM,pe,BAU_noES,14.882056236
AEZ17,VNM,pe,BAU_noES,14.882056236
AEZ18,VNM,pe,BAU_noES,14.882056236
UnSkLab,VNM,pe,BAU_noES,18.193555832
SkLab,VNM,pe,BAU_noES,-2.2612264156
Capital,VNM,pe,BAU_noES,-16.458904266
NatRes,VNM,pe,BAU_noES,217.14753723
AEZ1,XAC,pe,BAU_noES,5.93635072000000E+0008
AEZ2,XAC,pe,BAU_noES,340.00653076
AEZ3,XAC,pe,BAU_noES,314.09460449
AEZ4,XAC,pe,BAU_noES,322.77746582
AEZ5,XAC,pe,BAU_noES,324.76364136
AEZ6,XAC,pe,BAU_noES,461.68847656
AEZ7,XAC,pe,BAU_noES,233.50675964
AEZ8,XAC,pe,BAU_noES,323.30670166
AEZ9,XAC,pe,BAU_noES,304.90704346
AEZ10,XAC,pe,BAU_noES,413.29718018
AEZ11,XAC,pe,BAU_noES,241.51220703
AEZ12,XAC,pe,BAU_noES,244.25282288
AEZ13,XAC,pe,BAU_noES,5.93635008000000E+0008
AEZ14,XAC,pe,BAU_noES,5.93635072000000E+0008
AEZ15,XAC,pe,BAU_noES,5.93635008000000E+0008
AEZ16,XAC,pe,BAU_noES,5.93635008000000E+0008
AEZ17,XAC,pe,BAU_noES,5.93635008000000E+0008
AEZ18,XAC,pe,BAU_noES,5.93635072000000E+0008
UnSkLab,XAC,pe,BAU_noES,13.860123634
SkLab,XAC,pe,BAU_noES,14.896712303
Capital,XAC,pe,BAU_noES,-15.944952011
NatRes,XAC,pe,BAU_noES,212.0960083
AEZ1,ZAF,pe,BAU_noES,139.29457092
AEZ2,ZAF,pe,BAU_noES,136.23002625
AEZ3,ZAF,pe,BAU_noES,132.12738037
AEZ4,ZAF,pe,BAU_noES,103.3275528
AEZ5,ZAF,pe,BAU_noES,131.55018616
AEZ6,ZAF,pe,BAU_noES,102.228302
AEZ7,ZAF,pe,BAU_noES,133.15016174
AEZ8,ZAF,pe,BAU_noES,137.96629333
AEZ9,ZAF,pe,BAU_noES,135.59596252
AEZ10,ZAF,pe,BAU_noES,110.88923645
AEZ11,ZAF,pe,BAU_noES,107.40474701
AEZ12,ZAF,pe,BAU_noES,129.70594788
AEZ13,ZAF,pe,BAU_noES,14548738
AEZ14,ZAF,pe,BAU_noES,14548738
AEZ15,ZAF,pe,BAU_noES,14548738
AEZ16,ZAF,pe,BAU_noES,14548738
AEZ17,ZAF,pe,BAU_noES,14548738
AEZ18,ZAF,pe,BAU_noES,14548738
UnSkLab,ZAF,pe,BAU_noES,-5.377114296
SkLab,ZAF,pe,BAU_noES,-7.5852408409
Capital,ZAF,pe,BAU_noES,-20.236757278
NatRes,ZAF,pe,BAU_noES,265.99697876
AEZ3,ARG,qe,BAU_noES,9.63689852505922E-0003
AEZ4,ARG,qe,BAU_noES,0.017184384167
AEZ5,ARG,qe,BAU_noES,2.12761922739446E-0003
AEZ6,ARG,qe,BAU_noES,0.042903710157
AEZ7,ARG,qe,BAU_noES,0.11771893501
AEZ8,ARG,qe,BAU_noES,2.2127017975
AEZ9,ARG,qe,BAU_noES,1.1709709167
AEZ10,ARG,qe,BAU_noES,1.0963932276
AEZ11,ARG,qe,BAU_noES,0.94253355265
AEZ12,ARG,qe,BAU_noES,1.5936361551
AEZ13,ARG,qe,BAU_noES,8.64241924136877E-0003
AEZ14,ARG,qe,BAU_noES,9.79847088456154E-0003
AEZ15,ARG,qe,BAU_noES,1.67245382908732E-0003
AEZ16,ARG,qe,BAU_noES,1.15062866825610E-0003
UnSkLab,ARG,qe,BAU_noES,8.7869997025
SkLab,ARG,qe,BAU_noES,13.463000298
Capital,ARG,qe,BAU_noES,34.918998718
AEZ4,BGD,qe,BAU_noES,1.6242691278
AEZ5,BGD,qe,BAU_noES,2.3721737862
AEZ10,BGD,qe,BAU_noES,0.54453986883
AEZ11,BGD,qe,BAU_noES,0.075112544
UnSkLab,BGD,qe,BAU_noES,12.053999901
SkLab,BGD,qe,BAU_noES,8.7899999619
Capital,BGD,qe,BAU_noES,38.210998535
AEZ2,BRAZIL,qe,BAU_noES,1.45635241642594E-0003
AEZ3,BRAZIL,qe,BAU_noES,0.24107165635
AEZ4,BRAZIL,qe,BAU_noES,0.25190097094
AEZ5,BRAZIL,qe,BAU_noES,1.7591660023
AEZ6,BRAZIL,qe,BAU_noES,2.4862692356
AEZ10,BRAZIL,qe,BAU_noES,6.10515635344200E-0005
AEZ11,BRAZIL,qe,BAU_noES,5.20488340407610E-0003
AEZ12,BRAZIL,qe,BAU_noES,0.54864907265
UnSkLab,BRAZIL,qe,BAU_noES,7.5419998169
SkLab,BRAZIL,qe,BAU_noES,18.86700058
Capital,BRAZIL,qe,BAU_noES,33.463001251
AEZ3,C_C_Amer,qe,BAU_noES,0.017051676288
AEZ4,C_C_Amer,qe,BAU_noES,1.7623056173
AEZ5,C_C_Amer,qe,BAU_noES,3.1532142162
AEZ6,C_C_Amer,qe,BAU_noES,3.1244006157
AEZ10,C_C_Amer,qe,BAU_noES,0.013818421401
AEZ11,C_C_Amer,qe,BAU_noES,0.015261228196
AEZ12,C_C_Amer,qe,BAU_noES,4.51392680406570E-0003
UnSkLab,C_C_Amer,qe,BAU_noES,14.05700016
SkLab,C_C_Amer,qe,BAU_noES,11.390999794
Capital,C_C_Amer,qe,BAU_noES,41.611999512
AEZ8,CAN,qe,BAU_noES,0.84655803442
AEZ9,CAN,qe,BAU_noES,0.85987746716
AEZ10,CAN,qe,BAU_noES,0.56099712849
AEZ11,CAN,qe,BAU_noES,6.10553193837404E-0004
AEZ13,CAN,qe,BAU_noES,4.94242740387563E-0005
AEZ14,CAN,qe,BAU_noES,0.32210549712
AEZ15,CAN,qe,BAU_noES,0.57489430904
AEZ16,CAN,qe,BAU_noES,6.12468225881457E-0003
UnSkLab,CAN,qe,BAU_noES,6.7109999657
SkLab,CAN,qe,BAU_noES,8.6379995346
Capital,CAN,qe,BAU_noES,26.263000488
AEZ5,CHIHKG,qe,BAU_noES,7.81880808062851E-0004
AEZ6,CHIHKG,qe,BAU_noES,8.06405500043184E-0004
AEZ7,CHIHKG,qe,BAU_noES,0.015481603332
AEZ8,CHIHKG,qe,BAU_noES,0.24006916583
AEZ9,CHIHKG,qe,BAU_noES,0.22004790604
AEZ10,CHIHKG,qe,BAU_noES,0.05814198032
AEZ11,CHIHKG,qe,BAU_noES,0.012981209904
AEZ12,CHIHKG,qe,BAU_noES,0.020387943834
AEZ13,CHIHKG,qe,BAU_noES,3.31872142851353E-0003
AEZ14,CHIHKG,qe,BAU_noES,2.77010211721063E-0003
AEZ15,CHIHKG,qe,BAU_noES,4.48730494827032E-0003
AEZ18,CHIHKG,qe,BAU_noES,5.75764497625642E-0005
UnSkLab,CHIHKG,qe,BAU_noES,-2.6400001049
SkLab,CHIHKG,qe,BAU_noES,15.51099968
Capital,CHIHKG,qe,BAU_noES,81.121002197
AEZ1,COL,qe,BAU_noES,3.14821908250451E-0003
AEZ2,COL,qe,BAU_noES,0.017449386418
AEZ3,COL,qe,BAU_noES,0.013216276653
AEZ4,COL,qe,BAU_noES,0.068359650671
AEZ5,COL,qe,BAU_noES,0.80813425779
AEZ6,COL,qe,BAU_noES,2.1552217007
AEZ7,COL,qe,BAU_noES,4.59439397673123E-0005
AEZ8,COL,qe,BAU_noES,6.37172706774436E-0005
AEZ9,COL,qe,BAU_noES,5.04752315464430E-0005
AEZ11,COL,qe,BAU_noES,2.41078459657729E-0003
AEZ12,COL,qe,BAU_noES,0.058681000024
UnSkLab,COL,qe,BAU_noES,13.211000443
SkLab,COL,qe,BAU_noES,21.156000137
Capital,COL,qe,BAU_noES,26.11400032
AEZ7,E_Asia,qe,BAU_noES,0.077589504421
AEZ8,E_Asia,qe,BAU_noES,0.012207116932
AEZ9,E_Asia,qe,BAU_noES,4.78220591321588E-0003
AEZ10,E_Asia,qe,BAU_noES,0.016646070406
AEZ11,E_Asia,qe,BAU_noES,5.43355301488191E-0004
AEZ13,E_Asia,qe,BAU_noES,0.059291452169
AEZ14,E_Asia,qe,BAU_noES,0.06592528522
AEZ15,E_Asia,qe,BAU_noES,7.23195262253284E-0003
UnSkLab,E_Asia,qe,BAU_noES,9.5509996414
SkLab,E_Asia,qe,BAU_noES,2.6300001144
Capital,E_Asia,qe,BAU_noES,79.04699707
AEZ7,EGY,qe,BAU_noES,-0.72988295555
AEZ12,EGY,qe,BAU_noES,-0.39360830188
UnSkLab,EGY,qe,BAU_noES,20.888000488
SkLab,EGY,qe,BAU_noES,16.993999481
Capital,EGY,qe,BAU_noES,62.979999542
AEZ1,ETH,qe,BAU_noES,1.1737653017
AEZ2,ETH,qe,BAU_noES,2.7032234669
AEZ3,ETH,qe,BAU_noES,2.5443613529
AEZ4,ETH,qe,BAU_noES,1.3594557047
AEZ5,ETH,qe,BAU_noES,0.041335254908
AEZ8,ETH,qe,BAU_noES,0.040869209915
AEZ9,ETH,qe,BAU_noES,0.091252811253
AEZ10,ETH,qe,BAU_noES,0.15121074021
AEZ11,ETH,qe,BAU_noES,0.10258884728
UnSkLab,ETH,qe,BAU_noES,23.756999969
SkLab,ETH,qe,BAU_noES,-0.35699999332
Capital,ETH,qe,BAU_noES,46.576000214
AEZ8,EU27,qe,BAU_noES,7.77077628299594E-0004
AEZ9,EU27,qe,BAU_noES,0.088245779276
AEZ10,EU27,qe,BAU_noES,0.25612851977
AEZ11,EU27,qe,BAU_noES,0.13796249032
AEZ12,EU27,qe,BAU_noES,0.0503375642
AEZ14,EU27,qe,BAU_noES,2.90224142372608E-0003
AEZ15,EU27,qe,BAU_noES,0.013755903579
AEZ16,EU27,qe,BAU_noES,5.04932191688567E-0004
UnSkLab,EU27,qe,BAU_noES,-1.0789999962
SkLab,EU27,qe,BAU_noES,11.076000214
Capital,EU27,qe,BAU_noES,19.090999603
AEZ3,IDN,qe,BAU_noES,0.020418653265
AEZ4,IDN,qe,BAU_noES,0.2380772233
AEZ5,IDN,qe,BAU_noES,0.55714422464
AEZ6,IDN,qe,BAU_noES,6.7580161095
AEZ9,IDN,qe,BAU_noES,2.58455947914626E-0005
AEZ11,IDN,qe,BAU_noES,3.77032032702118E-0004
AEZ12,IDN,qe,BAU_noES,0.016793658957
UnSkLab,IDN,qe,BAU_noES,14.413999557
SkLab,IDN,qe,BAU_noES,49.019001007
Capital,IDN,qe,BAU_noES,35.683998108
AEZ1,INDIA,qe,BAU_noES,2.67340568825603E-0004
AEZ2,INDIA,qe,BAU_noES,0.14120598137
AEZ3,INDIA,qe,BAU_noES,0.66321438551
AEZ4,INDIA,qe,BAU_noES,0.36745622754
AEZ5,INDIA,qe,BAU_noES,0.051599390805
AEZ7,INDIA,qe,BAU_noES,3.62336705438793E-0003
AEZ8,INDIA,qe,BAU_noES,0.16117960215
AEZ9,INDIA,qe,BAU_noES,0.29644292593
AEZ10,INDIA,qe,BAU_noES,0.074196048081
AEZ11,INDIA,qe,BAU_noES,0.048235077411
AEZ12,INDIA,qe,BAU_noES,3.15782544203103E-0003
UnSkLab,INDIA,qe,BAU_noES,16.267000198
SkLab,INDIA,qe,BAU_noES,15.751999855
Capital,INDIA,qe,BAU_noES,56.15599823
AEZ9,JAPAN,qe,BAU_noES,3.29852965660393E-0003
AEZ10,JAPAN,qe,BAU_noES,0.037091050297
AEZ11,JAPAN,qe,BAU_noES,0.04431854561
AEZ12,JAPAN,qe,BAU_noES,0.021825004369
AEZ14,JAPAN,qe,BAU_noES,-8.26849145596498E-0007
AEZ15,JAPAN,qe,BAU_noES,1.19275576435030E-0003
UnSkLab,JAPAN,qe,BAU_noES,-2.5299999714
SkLab,JAPAN,qe,BAU_noES,7.7890000343
Capital,JAPAN,qe,BAU_noES,14.715999603
AEZ10,KOR,qe,BAU_noES,0.25790503621
AEZ11,KOR,qe,BAU_noES,0.52928978205
AEZ12,KOR,qe,BAU_noES,4.19499538838863E-0003
UnSkLab,KOR,qe,BAU_noES,1.5850000381
SkLab,KOR,qe,BAU_noES,7.9499998093
Capital,KOR,qe,BAU_noES,45.26499939
AEZ6,MAR,qe,BAU_noES,1.73664430622011E-0003
AEZ7,MAR,qe,BAU_noES,0.12086258829
AEZ8,MAR,qe,BAU_noES,0.2518773675
AEZ9,MAR,qe,BAU_noES,1.071371913
AEZ10,MAR,qe,BAU_noES,0.1273548454
AEZ12,MAR,qe,BAU_noES,6.39017065986991E-0003
UnSkLab,MAR,qe,BAU_noES,8.3079996109
SkLab,MAR,qe,BAU_noES,23.23500061
Capital,MAR,qe,BAU_noES,32.005001068
AEZ2,MDG,qe,BAU_noES,2.16892920434475E-0003
AEZ3,MDG,qe,BAU_noES,-0.29509156942
AEZ4,MDG,qe,BAU_noES,-1.1877919436
AEZ5,MDG,qe,BAU_noES,-0.51400279999
AEZ6,MDG,qe,BAU_noES,-0.31609287858
AEZ9,MDG,qe,BAU_noES,9.00082068255870E-0006
AEZ10,MDG,qe,BAU_noES,-0.05595652014
AEZ11,MDG,qe,BAU_noES,-0.31655004621
AEZ12,MDG,qe,BAU_noES,-0.33947846293
UnSkLab,MDG,qe,BAU_noES,30.811000824
SkLab,MDG,qe,BAU_noES,-19.576000214
Capital,MDG,qe,BAU_noES,5.4340000153
AEZ1,MEAS_NAfr,qe,BAU_noES,0.049057610333
AEZ7,MEAS_NAfr,qe,BAU_noES,0.25782039762
AEZ8,MEAS_NAfr,qe,BAU_noES,0.053861472756
AEZ9,MEAS_NAfr,qe,BAU_noES,0.027834333479
AEZ10,MEAS_NAfr,qe,BAU_noES,0.018066106364
AEZ11,MEAS_NAfr,qe,BAU_noES,1.37728755362332E-0003
AEZ12,MEAS_NAfr,qe,BAU_noES,7.71416176576167E-0004
UnSkLab,MEAS_NAfr,qe,BAU_noES,14.06799984
SkLab,MEAS_NAfr,qe,BAU_noES,14.763999939
Capital,MEAS_NAfr,qe,BAU_noES,35.930999756
AEZ1,MEX,qe,BAU_noES,0.01247035712
AEZ2,MEX,qe,BAU_noES,0.095301680267
AEZ3,MEX,qe,BAU_noES,0.27262035012
AEZ4,MEX,qe,BAU_noES,0.71137279272
AEZ5,MEX,qe,BAU_noES,0.36952146888
AEZ6,MEX,qe,BAU_noES,0.18233187497
AEZ7,MEX,qe,BAU_noES,1.5572500229
AEZ8,MEX,qe,BAU_noES,0.89447665215
AEZ9,MEX,qe,BAU_noES,0.80290824175
AEZ10,MEX,qe,BAU_noES,0.037062652409
AEZ11,MEX,qe,BAU_noES,6.54641957953572E-0003
AEZ12,MEX,qe,BAU_noES,1.58531975466758E-0003
UnSkLab,MEX,qe,BAU_noES,9.1379995346
SkLab,MEX,qe,BAU_noES,5.5149998665
Capital,MEX,qe,BAU_noES,36.472000122
AEZ6,MYS,qe,BAU_noES,6.4768061638
AEZ12,MYS,qe,BAU_noES,4.99281275551766E-0004
UnSkLab,MYS,qe,BAU_noES,14.282999992
SkLab,MYS,qe,BAU_noES,11.590999603
Capital,MYS,qe,BAU_noES,50.980998993
AEZ1,NGA,qe,BAU_noES,0.090304069221
AEZ2,NGA,qe,BAU_noES,2.3350784779
AEZ3,NGA,qe,BAU_noES,2.8972465992
AEZ4,NGA,qe,BAU_noES,3.4638838768
AEZ5,NGA,qe,BAU_noES,1.8006740808
AEZ6,NGA,qe,BAU_noES,0.22200022638
AEZ10,NGA,qe,BAU_noES,8.38146588648669E-0005
AEZ11,NGA,qe,BAU_noES,6.74960843753070E-0004
UnSkLab,NGA,qe,BAU_noES,30.680999756
SkLab,NGA,qe,BAU_noES,50.951999664
Capital,NGA,qe,BAU_noES,83.789001465
AEZ1,Oceania,qe,BAU_noES,-0.11452072859
AEZ2,Oceania,qe,BAU_noES,-0.053521122783
AEZ3,Oceania,qe,BAU_noES,-0.079213775694
AEZ4,Oceania,qe,BAU_noES,4.17067855596542E-0003
AEZ5,Oceania,qe,BAU_noES,1.79128092713654E-0003
AEZ6,Oceania,qe,BAU_noES,-5.68091811146587E-0004
AEZ7,Oceania,qe,BAU_noES,-1.4803147316
AEZ8,Oceania,qe,BAU_noES,-0.15131744742
AEZ9,Oceania,qe,BAU_noES,-0.094452336431
AEZ10,Oceania,qe,BAU_noES,-0.07063138485
AEZ11,Oceania,qe,BAU_noES,0.12478205562
AEZ12,Oceania,qe,BAU_noES,0.10438672453
AEZ15,Oceania,qe,BAU_noES,1.28037447575480E-0003
AEZ16,Oceania,qe,BAU_noES,3.86636401526630E-0003
UnSkLab,Oceania,qe,BAU_noES,14.083999634
SkLab,Oceania,qe,BAU_noES,-4.0980000496
Capital,Oceania,qe,BAU_noES,30.558000565
AEZ7,Oth_CEE_CIS,qe,BAU_noES,0.026349514723
AEZ8,Oth_CEE_CIS,qe,BAU_noES,0.051575202495
AEZ9,Oth_CEE_CIS,qe,BAU_noES,0.0302285254
AEZ10,Oth_CEE_CIS,qe,BAU_noES,0.1261433512
AEZ11,Oth_CEE_CIS,qe,BAU_noES,1.78501533810049E-0003
AEZ12,Oth_CEE_CIS,qe,BAU_noES,2.54923885222524E-0004
AEZ13,Oth_CEE_CIS,qe,BAU_noES,6.39396836049855E-0004
AEZ14,Oth_CEE_CIS,qe,BAU_noES,1.80899072438478E-0003
AEZ15,Oth_CEE_CIS,qe,BAU_noES,1.42483739182353E-0004
UnSkLab,Oth_CEE_CIS,qe,BAU_noES,0.14699999988
SkLab,Oth_CEE_CIS,qe,BAU_noES,5.9169998169
Capital,Oth_CEE_CIS,qe,BAU_noES,44.090999603
AEZ7,Oth_Europe,qe,BAU_noES,1.19899887067731E-0005
AEZ8,Oth_Europe,qe,BAU_noES,1.41446755151264E-0004
AEZ9,Oth_Europe,qe,BAU_noES,7.51183906686492E-0005
AEZ10,Oth_Europe,qe,BAU_noES,5.32345334067941E-0003
AEZ11,Oth_Europe,qe,BAU_noES,2.29169410886243E-0004
AEZ12,Oth_Europe,qe,BAU_noES,1.27418461488560E-0004
AEZ13,Oth_Europe,qe,BAU_noES,1.19380483738496E-0005
AEZ14,Oth_Europe,qe,BAU_noES,0.012678753585
AEZ15,Oth_Europe,qe,BAU_noES,0.02089667879
AEZ16,Oth_Europe,qe,BAU_noES,7.42864154744893E-0004
UnSkLab,Oth_Europe,qe,BAU_noES,2.0220000744
SkLab,Oth_Europe,qe,BAU_noES,11.493000031
Capital,Oth_Europe,qe,BAU_noES,26.184000015
AEZ1,PAK,qe,BAU_noES,0.027237858623
AEZ7,PAK,qe,BAU_noES,0.51689493656
AEZ8,PAK,qe,BAU_noES,1.4969611168
AEZ9,PAK,qe,BAU_noES,0.73780083656
AEZ10,PAK,qe,BAU_noES,0.60064166784
AEZ11,PAK,qe,BAU_noES,0.42844676971
AEZ12,PAK,qe,BAU_noES,0.043917998672
UnSkLab,PAK,qe,BAU_noES,19.575000763
SkLab,PAK,qe,BAU_noES,11.708999634
Capital,PAK,qe,BAU_noES,51.243999481
AEZ4,PHL,qe,BAU_noES,1.69875589199364E-0003
AEZ5,PHL,qe,BAU_noES,0.1937982887
AEZ6,PHL,qe,BAU_noES,0.58310467005
AEZ11,PHL,qe,BAU_noES,4.29032457759604E-0004
AEZ12,PHL,qe,BAU_noES,2.86230538040400E-0003
UnSkLab,PHL,qe,BAU_noES,21.812999725
SkLab,PHL,qe,BAU_noES,8.0500001907
Capital,PHL,qe,BAU_noES,56.569999695
AEZ9,POL,qe,BAU_noES,7.59503617882729E-0003
AEZ10,POL,qe,BAU_noES,1.0284571648
UnSkLab,POL,qe,BAU_noES,-3.885999918
SkLab,POL,qe,BAU_noES,12.18500042
Capital,POL,qe,BAU_noES,42.85200119
AEZ3,R_S_Asia,qe,BAU_noES,2.55100848153234E-0003
AEZ4,R_S_Asia,qe,BAU_noES,0.030476165935
AEZ5,R_S_Asia,qe,BAU_noES,0.03289847821
AEZ6,R_S_Asia,qe,BAU_noES,0.067030660808
AEZ7,R_S_Asia,qe,BAU_noES,0.061354223639
AEZ8,R_S_Asia,qe,BAU_noES,0.056002352387
AEZ9,R_S_Asia,qe,BAU_noES,0.034768078476
AEZ10,R_S_Asia,qe,BAU_noES,0.018710434437
AEZ11,R_S_Asia,qe,BAU_noES,8.17071879282594E-0004
AEZ12,R_S_Asia,qe,BAU_noES,5.28409262187779E-0004
UnSkLab,R_S_Asia,qe,BAU_noES,25.912000656
SkLab,R_S_Asia,qe,BAU_noES,2.5539999008
Capital,R_S_Asia,qe,BAU_noES,43.643001556
AEZ3,R_SE_Asia,qe,BAU_noES,2.86244001472369E-0004
AEZ4,R_SE_Asia,qe,BAU_noES,3.1307475567
AEZ5,R_SE_Asia,qe,BAU_noES,2.7813112736
AEZ6,R_SE_Asia,qe,BAU_noES,0.24949118495
AEZ9,R_SE_Asia,qe,BAU_noES,4.82269861095119E-0005
AEZ10,R_SE_Asia,qe,BAU_noES,3.10926639940590E-0004
AEZ11,R_SE_Asia,qe,BAU_noES,0.2172780633
AEZ12,R_SE_Asia,qe,BAU_noES,9.60550643503666E-0003
UnSkLab,R_SE_Asia,qe,BAU_noES,7.2389998436
SkLab,R_SE_Asia,qe,BAU_noES,23.556999207
Capital,R_SE_Asia,qe,BAU_noES,49.410999298
AEZ8,Russia,qe,BAU_noES,0.021417269483
AEZ9,Russia,qe,BAU_noES,-0.13717867434
AEZ10,Russia,qe,BAU_noES,-0.037412434816
AEZ11,Russia,qe,BAU_noES,3.16328369081020E-0005
AEZ13,Russia,qe,BAU_noES,1.69350509531796E-0003
AEZ14,Russia,qe,BAU_noES,0.06472607702
AEZ15,Russia,qe,BAU_noES,0.54520314932
AEZ18,Russia,qe,BAU_noES,-3.67914362868760E-0005
UnSkLab,Russia,qe,BAU_noES,-5.8819999695
SkLab,Russia,qe,BAU_noES,-10.406999588
Capital,Russia,qe,BAU_noES,35.111000061
AEZ1,S_o_Amer,qe,BAU_noES,1.99313880875707E-0003
AEZ2,S_o_Amer,qe,BAU_noES,0.041963603348
AEZ3,S_o_Amer,qe,BAU_noES,0.18232165277
AEZ4,S_o_Amer,qe,BAU_noES,0.62275505066
AEZ5,S_o_Amer,qe,BAU_noES,0.89152538776
AEZ6,S_o_Amer,qe,BAU_noES,1.0624371767
AEZ7,S_o_Amer,qe,BAU_noES,0.013451009057
AEZ8,S_o_Amer,qe,BAU_noES,0.026841651648
AEZ9,S_o_Amer,qe,BAU_noES,0.027592124417
AEZ10,S_o_Amer,qe,BAU_noES,0.18379494548
AEZ11,S_o_Amer,qe,BAU_noES,0.016046633944
AEZ12,S_o_Amer,qe,BAU_noES,0.74388933182
AEZ13,S_o_Amer,qe,BAU_noES,4.28361876402050E-0004
AEZ14,S_o_Amer,qe,BAU_noES,7.27786589413881E-0003
AEZ15,S_o_Amer,qe,BAU_noES,2.92399269528687E-0003
AEZ16,S_o_Amer,qe,BAU_noES,3.60480044037104E-0003
AEZ17,S_o_Amer,qe,BAU_noES,8.36139079183340E-0004
AEZ18,S_o_Amer,qe,BAU_noES,2.57751034951070E-0005
UnSkLab,S_o_Amer,qe,BAU_noES,12.765999794
SkLab,S_o_Amer,qe,BAU_noES,10.687000275
Capital,S_o_Amer,qe,BAU_noES,36.820999146
AEZ1,S_S_AFR,qe,BAU_noES,0.34651920199
AEZ2,S_S_AFR,qe,BAU_noES,0.26687589288
AEZ3,S_S_AFR,qe,BAU_noES,2.254244566
AEZ4,S_S_AFR,qe,BAU_noES,2.592189312
AEZ5,S_S_AFR,qe,BAU_noES,1.2128489017
AEZ6,S_S_AFR,qe,BAU_noES,0.86538285017
AEZ7,S_S_AFR,qe,BAU_noES,0.36907410622
AEZ8,S_S_AFR,qe,BAU_noES,0.14109912515
AEZ9,S_S_AFR,qe,BAU_noES,0.1102104634
AEZ10,S_S_AFR,qe,BAU_noES,0.16322018206
AEZ11,S_S_AFR,qe,BAU_noES,7.11563741788268E-0003
AEZ12,S_S_AFR,qe,BAU_noES,5.50255924463272E-0003
UnSkLab,S_S_AFR,qe,BAU_noES,28.538000107
SkLab,S_S_AFR,qe,BAU_noES,19.273000717
Capital,S_S_AFR,qe,BAU_noES,47.048000336
AEZ7,TUR,qe,BAU_noES,2.90886353468522E-0004
AEZ8,TUR,qe,BAU_noES,0.084035009146
AEZ9,TUR,qe,BAU_noES,0.069146260619
AEZ10,TUR,qe,BAU_noES,0.028974477202
AEZ11,TUR,qe,BAU_noES,6.20801607146859E-0003
AEZ12,TUR,qe,BAU_noES,1.96910332306288E-0004
AEZ14,TUR,qe,BAU_noES,5.88952505495399E-0004
AEZ15,TUR,qe,BAU_noES,6.20513281319290E-0004
UnSkLab,TUR,qe,BAU_noES,11.967000008
SkLab,TUR,qe,BAU_noES,12.43200016
Capital,TUR,qe,BAU_noES,52.012001038
AEZ7,USA,qe,BAU_noES,0.10877490044
AEZ8,USA,qe,BAU_noES,0.22455780208
AEZ9,USA,qe,BAU_noES,0.038631107658
AEZ10,USA,qe,BAU_noES,0.1368585825
AEZ11,USA,qe,BAU_noES,0.091996446252
AEZ12,USA,qe,BAU_noES,0.089118227363
AEZ13,USA,qe,BAU_noES,2.06127850105986E-0004
AEZ14,USA,qe,BAU_noES,2.92626651935279E-0003
AEZ15,USA,qe,BAU_noES,0.023608805612
AEZ16,USA,qe,BAU_noES,4.26534388680011E-0005
UnSkLab,USA,qe,BAU_noES,3.6930000782
SkLab,USA,qe,BAU_noES,-4.6529998779
Capital,USA,qe,BAU_noES,20.788999557
AEZ4,VNM,qe,BAU_noES,4.32231259765103E-0004
AEZ5,VNM,qe,BAU_noES,2.1029098034
AEZ6,VNM,qe,BAU_noES,0.11665094644
AEZ11,VNM,qe,BAU_noES,0.035440173
AEZ12,VNM,qe,BAU_noES,0.17778383195
UnSkLab,VNM,qe,BAU_noES,4.9710001945
SkLab,VNM,qe,BAU_noES,27.930000305
Capital,VNM,qe,BAU_noES,60.11700058
AEZ2,XAC,qe,BAU_noES,0.74449545145
AEZ3,XAC,qe,BAU_noES,1.8152954578
AEZ4,XAC,qe,BAU_noES,4.8729920387
AEZ5,XAC,qe,BAU_noES,3.8497874737
AEZ6,XAC,qe,BAU_noES,4.8098015785
AEZ7,XAC,qe,BAU_noES,3.02790384739637E-0003
AEZ8,XAC,qe,BAU_noES,0.32233944535
AEZ9,XAC,qe,BAU_noES,1.1499820948
AEZ10,XAC,qe,BAU_noES,0.90726387501
AEZ11,XAC,qe,BAU_noES,2.40578758530319E-0003
AEZ12,XAC,qe,BAU_noES,4.84303897246718E-0003
