ACTS,REG,RACTRES,SCEN,Value
cotton,XAC,qo,BAU_aES,-0.26464861631
othercrps,XAC,qo,BAU_aES,-0.21193489432
forestsec,XAC,qo,BAU_aES,1.0606002808
fishery,XAC,qo,BAU_aES,7.4593319893
ruminant,XAC,qo,BAU_aES,2.0788607597
nonruminant,XAC,qo,BAU_aES,4.8589606285
PrFood,XAC,qo,BAU_aES,4.6685843468
PrLstk,XAC,qo,BAU_aES,19.505115509
NRes,XAC,qo,BAU_aES,1.6536284685
Mnfcing,XAC,qo,BAU_aES,-5.6214084625
Services,XAC,qo,BAU_aES,8.68352502584457E-0003
paddyrice,ZAF,qo,BAU_aES,-0.21285188198
wheat,ZAF,qo,BAU_aES,-0.072167783976
crsgrns,ZAF,qo,BAU_aES,0.25576630235
fruitveg,ZAF,qo,BAU_aES,-0.017753669992
oilsds,ZAF,qo,BAU_aES,-0.046137850732
sugarcrps,ZAF,qo,BAU_aES,0.077229835093
cotton,ZAF,qo,BAU_aES,-1.6369992495
othercrps,ZAF,qo,BAU_aES,-0.59706544876
forestsec,ZAF,qo,BAU_aES,0.068519048393
fishery,ZAF,qo,BAU_aES,-10.107165337
ruminant,ZAF,qo,BAU_aES,0.050975874066
nonruminant,ZAF,qo,BAU_aES,0.14686533809
PrFood,ZAF,qo,BAU_aES,0.026766043156
PrLstk,ZAF,qo,BAU_aES,0.24053874612
NRes,ZAF,qo,BAU_aES,0.18102155626
Mnfcing,ZAF,qo,BAU_aES,-0.27057686448
Services,ZAF,qo,BAU_aES,0.010095814243
paddyrice,ARG,po,GlOBPES,-0.04995726794
wheat,ARG,po,GlOBPES,-0.17454099655
crsgrns,ARG,po,GlOBPES,-0.21936562657
fruitveg,ARG,po,GlOBPES,-0.59531527758
oilsds,ARG,po,GlOBPES,-1.7646772861
sugarcrps,ARG,po,GlOBPES,-0.063217379153
cotton,ARG,po,GlOBPES,-2.3187401295
othercrps,ARG,po,GlOBPES,-0.30994206667
forestsec,ARG,po,GlOBPES,-0.35365062952
fishery,ARG,po,GlOBPES,0.27315887809
ruminant,ARG,po,GlOBPES,-0.16002647579
nonruminant,ARG,po,GlOBPES,1.83324317913502E-0003
PrFood,ARG,po,GlOBPES,-0.4074652493
PrLstk,ARG,po,GlOBPES,-0.055867008865
NRes,ARG,po,GlOBPES,0.047078486532
Mnfcing,ARG,po,GlOBPES,0.062059998512
Services,ARG,po,GlOBPES,0.095350287855
paddyrice,BGD,po,GlOBPES,-0.053499583155
wheat,BGD,po,GlOBPES,-0.13482193649
crsgrns,BGD,po,GlOBPES,-0.02233713679
fruitveg,BGD,po,GlOBPES,0.8898229003
oilsds,BGD,po,GlOBPES,3.2611470222
sugarcrps,BGD,po,GlOBPES,-0.043962817639
cotton,BGD,po,GlOBPES,-1.6824725866
othercrps,BGD,po,GlOBPES,0.19181251526
forestsec,BGD,po,GlOBPES,1.8698599339
fishery,BGD,po,GlOBPES,-0.07061187923
ruminant,BGD,po,GlOBPES,3.20501369424164E-0003
nonruminant,BGD,po,GlOBPES,0.087601080537
PrFood,BGD,po,GlOBPES,0.011735120788
PrLstk,BGD,po,GlOBPES,0.047291338444
NRes,BGD,po,GlOBPES,0.010907256044
Mnfcing,BGD,po,GlOBPES,-5.74073754251003E-0003
Services,BGD,po,GlOBPES,0.069321721792
paddyrice,BRAZIL,po,GlOBPES,-0.27587351203
wheat,BRAZIL,po,GlOBPES,-0.24479860067
crsgrns,BRAZIL,po,GlOBPES,-0.25187277794
fruitveg,BRAZIL,po,GlOBPES,-0.66126096249
oilsds,BRAZIL,po,GlOBPES,-1.7208765745
sugarcrps,BRAZIL,po,GlOBPES,-0.28533044457
cotton,BRAZIL,po,GlOBPES,-1.9829597473
othercrps,BRAZIL,po,GlOBPES,-0.7059262991
forestsec,BRAZIL,po,GlOBPES,1.3823032379
fishery,BRAZIL,po,GlOBPES,0.066555611789
ruminant,BRAZIL,po,GlOBPES,-0.10950664431
nonruminant,BRAZIL,po,GlOBPES,-0.084754832089
PrFood,BRAZIL,po,GlOBPES,-0.26910060644
PrLstk,BRAZIL,po,GlOBPES,-0.055427625775
NRes,BRAZIL,po,GlOBPES,0.069110520184
Mnfcing,BRAZIL,po,GlOBPES,0.015800110996
Services,BRAZIL,po,GlOBPES,-0.021845251322
paddyrice,C_C_Amer,po,GlOBPES,-0.081026509404
wheat,C_C_Amer,po,GlOBPES,-0.29399874806
crsgrns,C_C_Amer,po,GlOBPES,-0.14097997546
fruitveg,C_C_Amer,po,GlOBPES,-1.2397284508
oilsds,C_C_Amer,po,GlOBPES,-1.5416109562
sugarcrps,C_C_Amer,po,GlOBPES,-0.1754694581
cotton,C_C_Amer,po,GlOBPES,-1.5985736847
othercrps,C_C_Amer,po,GlOBPES,-1.1622345448
forestsec,C_C_Amer,po,GlOBPES,0.28510284424
fishery,C_C_Amer,po,GlOBPES,0.061296176165
ruminant,C_C_Amer,po,GlOBPES,-0.049826163799
nonruminant,C_C_Amer,po,GlOBPES,-0.051087465137
PrFood,C_C_Amer,po,GlOBPES,-0.10179493576
PrLstk,C_C_Amer,po,GlOBPES,-0.023771617562
NRes,C_C_Amer,po,GlOBPES,0.06864272058
Mnfcing,C_C_Amer,po,GlOBPES,0.011812365614
Services,C_C_Amer,po,GlOBPES,-5.89507259428501E-0003
paddyrice,CAN,po,GlOBPES,-1.021505475
wheat,CAN,po,GlOBPES,-0.43578958511
crsgrns,CAN,po,GlOBPES,-0.38078066707
fruitveg,CAN,po,GlOBPES,-0.92043930292
oilsds,CAN,po,GlOBPES,-1.1376795769
sugarcrps,CAN,po,GlOBPES,-0.49308565259
cotton,CAN,po,GlOBPES,-1.3720152378
othercrps,CAN,po,GlOBPES,-0.65028762817
forestsec,CAN,po,GlOBPES,-0.38991388679
fishery,CAN,po,GlOBPES,0.092550680041
ruminant,CAN,po,GlOBPES,-0.20269334316
nonruminant,CAN,po,GlOBPES,-0.13139919937
PrFood,CAN,po,GlOBPES,-0.17482601106
PrLstk,CAN,po,GlOBPES,-0.12283743918
NRes,CAN,po,GlOBPES,0.079256564379
Mnfcing,CAN,po,GlOBPES,-0.033473417163
Services,CAN,po,GlOBPES,-0.084706708789
paddyrice,CHIHKG,po,GlOBPES,-0.38752380013
wheat,CHIHKG,po,GlOBPES,-0.30722591281
crsgrns,CHIHKG,po,GlOBPES,-0.55858623981
fruitveg,CHIHKG,po,GlOBPES,-1.7240219116
oilsds,CHIHKG,po,GlOBPES,-1.5759596825
sugarcrps,CHIHKG,po,GlOBPES,-0.50454080105
cotton,CHIHKG,po,GlOBPES,-1.9675638676
othercrps,CHIHKG,po,GlOBPES,-0.68014878035
forestsec,CHIHKG,po,GlOBPES,-0.63515657187
fishery,CHIHKG,po,GlOBPES,0.12068475783
ruminant,CHIHKG,po,GlOBPES,-0.26367226243
nonruminant,CHIHKG,po,GlOBPES,-0.13250593841
PrFood,CHIHKG,po,GlOBPES,-0.43046748638
PrLstk,CHIHKG,po,GlOBPES,-0.10986272991
NRes,CHIHKG,po,GlOBPES,0.076011694968
Mnfcing,CHIHKG,po,GlOBPES,0.017103856429
Services,CHIHKG,po,GlOBPES,0.042199093848
paddyrice,COL,po,GlOBPES,-0.13378237188
wheat,COL,po,GlOBPES,-0.224767223
crsgrns,COL,po,GlOBPES,-0.090684182942
fruitveg,COL,po,GlOBPES,-0.58157128096
oilsds,COL,po,GlOBPES,-1.1318292618
sugarcrps,COL,po,GlOBPES,-0.18480993807
cotton,COL,po,GlOBPES,-1.8191959858
othercrps,COL,po,GlOBPES,-0.96370321512
forestsec,COL,po,GlOBPES,0.8676686883
fishery,COL,po,GlOBPES,0.069019369781
ruminant,COL,po,GlOBPES,-0.021150538698
nonruminant,COL,po,GlOBPES,0.042594421655
PrFood,COL,po,GlOBPES,-0.057953633368
PrLstk,COL,po,GlOBPES,0.02948968485
NRes,COL,po,GlOBPES,0.071004264057
Mnfcing,COL,po,GlOBPES,0.060251772404
Services,COL,po,GlOBPES,0.065669082105
paddyrice,E_Asia,po,GlOBPES,0.090422414243
wheat,E_Asia,po,GlOBPES,0.080458879471
crsgrns,E_Asia,po,GlOBPES,0.61437928677
fruitveg,E_Asia,po,GlOBPES,-2.2383069992
oilsds,E_Asia,po,GlOBPES,-3.7151725292
sugarcrps,E_Asia,po,GlOBPES,-0.19039921463
cotton,E_Asia,po,GlOBPES,-2.9672603607
othercrps,E_Asia,po,GlOBPES,-0.36267662048
forestsec,E_Asia,po,GlOBPES,0.6239053607
fishery,E_Asia,po,GlOBPES,0.10026339442
ruminant,E_Asia,po,GlOBPES,0.93667858839
nonruminant,E_Asia,po,GlOBPES,-0.051049001515
PrFood,E_Asia,po,GlOBPES,-0.029445825145
PrLstk,E_Asia,po,GlOBPES,0.47122105956
NRes,E_Asia,po,GlOBPES,0.069727636874
Mnfcing,E_Asia,po,GlOBPES,0.033212896436
Services,E_Asia,po,GlOBPES,8.93490016460419E-0003
paddyrice,EGY,po,GlOBPES,-1.2045772076
wheat,EGY,po,GlOBPES,-0.53733003139
crsgrns,EGY,po,GlOBPES,-0.97032159567
fruitveg,EGY,po,GlOBPES,-5.0058474541
oilsds,EGY,po,GlOBPES,-2.5012075901
sugarcrps,EGY,po,GlOBPES,-1.1676046848
cotton,EGY,po,GlOBPES,-8.5641651154
othercrps,EGY,po,GlOBPES,-0.93242746592
forestsec,EGY,po,GlOBPES,-1.5223668814
fishery,EGY,po,GlOBPES,-0.11278032511
ruminant,EGY,po,GlOBPES,-1.5226037502
nonruminant,EGY,po,GlOBPES,-1.5425207615
PrFood,EGY,po,GlOBPES,-0.70578610897
PrLstk,EGY,po,GlOBPES,-8.14904225990176E-0004
NRes,EGY,po,GlOBPES,0.14430090785
Mnfcing,EGY,po,GlOBPES,0.053113486618
Services,EGY,po,GlOBPES,0.35917049646
paddyrice,ETH,po,GlOBPES,-0.079954609275
wheat,ETH,po,GlOBPES,-0.16905617714
crsgrns,ETH,po,GlOBPES,-0.17372886837
fruitveg,ETH,po,GlOBPES,-0.13772419095
oilsds,ETH,po,GlOBPES,-1.0134578943
sugarcrps,ETH,po,GlOBPES,-0.19104281068
cotton,ETH,po,GlOBPES,-0.10165744275
othercrps,ETH,po,GlOBPES,-0.14909093082
forestsec,ETH,po,GlOBPES,-1.98224473
fishery,ETH,po,GlOBPES,0.0351514332
ruminant,ETH,po,GlOBPES,0.061061367393
nonruminant,ETH,po,GlOBPES,0.16109618545
PrFood,ETH,po,GlOBPES,-0.054773807526
PrLstk,ETH,po,GlOBPES,-0.15354932845
NRes,ETH,po,GlOBPES,0.091136060655
Mnfcing,ETH,po,GlOBPES,-0.10846862942
Services,ETH,po,GlOBPES,-0.18986731768
paddyrice,EU27,po,GlOBPES,-0.53073579073
wheat,EU27,po,GlOBPES,-0.45545965433
crsgrns,EU27,po,GlOBPES,-0.47146475315
fruitveg,EU27,po,GlOBPES,-1.1117175817
oilsds,EU27,po,GlOBPES,-1.2760037184
sugarcrps,EU27,po,GlOBPES,-0.39881509542
cotton,EU27,po,GlOBPES,-2.1769857407
othercrps,EU27,po,GlOBPES,-0.56540971994
forestsec,EU27,po,GlOBPES,-2.0943825245
fishery,EU27,po,GlOBPES,0.069972276688
ruminant,EU27,po,GlOBPES,-0.21251733601
nonruminant,EU27,po,GlOBPES,-0.098617009819
PrFood,EU27,po,GlOBPES,-0.13789898157
PrLstk,EU27,po,GlOBPES,-0.079087480903
NRes,EU27,po,GlOBPES,0.073130808771
Mnfcing,EU27,po,GlOBPES,-0.010561469942
Services,EU27,po,GlOBPES,-0.019111333415
paddyrice,IDN,po,GlOBPES,5.7171139717
wheat,IDN,po,GlOBPES,0.22842207551
crsgrns,IDN,po,GlOBPES,4.0527086258
fruitveg,IDN,po,GlOBPES,3.9644269943
oilsds,IDN,po,GlOBPES,2.3969583511
sugarcrps,IDN,po,GlOBPES,4.9262542725
cotton,IDN,po,GlOBPES,-0.17028978467
othercrps,IDN,po,GlOBPES,1.7334657907
forestsec,IDN,po,GlOBPES,8.724237442
fishery,IDN,po,GlOBPES,0.19624960423
ruminant,IDN,po,GlOBPES,3.5943324566
nonruminant,IDN,po,GlOBPES,1.3406281471
PrFood,IDN,po,GlOBPES,2.5558867455
PrLstk,IDN,po,GlOBPES,1.3988667727
NRes,IDN,po,GlOBPES,0.019534783438
Mnfcing,IDN,po,GlOBPES,0.56625705957
Services,IDN,po,GlOBPES,0.47689190507
paddyrice,INDIA,po,GlOBPES,0.10207609087
wheat,INDIA,po,GlOBPES,0.068824067712
crsgrns,INDIA,po,GlOBPES,-0.073572345078
fruitveg,INDIA,po,GlOBPES,-1.4343268871
oilsds,INDIA,po,GlOBPES,-2.9672598839
sugarcrps,INDIA,po,GlOBPES,0.080805711448
cotton,INDIA,po,GlOBPES,-4.0174736977
othercrps,INDIA,po,GlOBPES,-0.4691234827
forestsec,INDIA,po,GlOBPES,1.9533028603
fishery,INDIA,po,GlOBPES,0.10044919699
ruminant,INDIA,po,GlOBPES,-4.00741258636117E-0003
nonruminant,INDIA,po,GlOBPES,-0.11339674145
PrFood,INDIA,po,GlOBPES,-0.40036123991
PrLstk,INDIA,po,GlOBPES,7.99844693392515E-0003
NRes,INDIA,po,GlOBPES,0.071262076497
Mnfcing,INDIA,po,GlOBPES,0.018362019211
Services,INDIA,po,GlOBPES,0.04326659441
paddyrice,JAPAN,po,GlOBPES,-0.54672819376
wheat,JAPAN,po,GlOBPES,-0.32679447532
crsgrns,JAPAN,po,GlOBPES,-0.98841315508
fruitveg,JAPAN,po,GlOBPES,-1.6837211847
oilsds,JAPAN,po,GlOBPES,-2.4309132099
sugarcrps,JAPAN,po,GlOBPES,-0.44866323471
cotton,JAPAN,po,GlOBPES,-1.6697587967
othercrps,JAPAN,po,GlOBPES,-0.45395344496
forestsec,JAPAN,po,GlOBPES,-0.63130605221
fishery,JAPAN,po,GlOBPES,0.095823079348
ruminant,JAPAN,po,GlOBPES,-0.24684011936
nonruminant,JAPAN,po,GlOBPES,-0.10162989795
PrFood,JAPAN,po,GlOBPES,-0.14898115396
PrLstk,JAPAN,po,GlOBPES,-0.10020509362
NRes,JAPAN,po,GlOBPES,0.070753715932
Mnfcing,JAPAN,po,GlOBPES,-5.25139644742012E-0003
Services,JAPAN,po,GlOBPES,-0.029468337074
paddyrice,KOR,po,GlOBPES,-0.89396476746
wheat,KOR,po,GlOBPES,-0.46725314856
crsgrns,KOR,po,GlOBPES,-0.582498312
fruitveg,KOR,po,GlOBPES,-3.2159259319
oilsds,KOR,po,GlOBPES,-4.8294610977
sugarcrps,KOR,po,GlOBPES,-0.19135966897
cotton,KOR,po,GlOBPES,-2.5558533669
othercrps,KOR,po,GlOBPES,-0.57479047775
forestsec,KOR,po,GlOBPES,5.5679955482
fishery,KOR,po,GlOBPES,0.11493648589
ruminant,KOR,po,GlOBPES,-0.27986881137
nonruminant,KOR,po,GlOBPES,-0.22808581591
PrFood,KOR,po,GlOBPES,-0.34281617403
PrLstk,KOR,po,GlOBPES,-0.1883109659
NRes,KOR,po,GlOBPES,0.072447732091
Mnfcing,KOR,po,GlOBPES,0.015499104746
Services,KOR,po,GlOBPES,-0.019996868446
paddyrice,MAR,po,GlOBPES,-0.564920187
wheat,MAR,po,GlOBPES,-0.51194703579
crsgrns,MAR,po,GlOBPES,-0.63396239281
fruitveg,MAR,po,GlOBPES,-1.6830921173
oilsds,MAR,po,GlOBPES,-0.97932630777
sugarcrps,MAR,po,GlOBPES,-0.68489617109
cotton,MAR,po,GlOBPES,-1.1676616669
othercrps,MAR,po,GlOBPES,-0.53309834003
forestsec,MAR,po,GlOBPES,-8.0703763962
fishery,MAR,po,GlOBPES,0.07562430203
ruminant,MAR,po,GlOBPES,-0.30584532022
nonruminant,MAR,po,GlOBPES,-0.14667871594
PrFood,MAR,po,GlOBPES,-0.29061233997
PrLstk,MAR,po,GlOBPES,-0.083466425538
NRes,MAR,po,GlOBPES,0.068850837648
Mnfcing,MAR,po,GlOBPES,-1.13312224857509E-0003
Services,MAR,po,GlOBPES,-0.026140643284
paddyrice,MDG,po,GlOBPES,-0.043168414384
wheat,MDG,po,GlOBPES,-0.2540448904
crsgrns,MDG,po,GlOBPES,-0.044166371226
fruitveg,MDG,po,GlOBPES,-0.28646069765
oilsds,MDG,po,GlOBPES,-0.92699450254
sugarcrps,MDG,po,GlOBPES,-0.043544530869
cotton,MDG,po,GlOBPES,-0.58327549696
othercrps,MDG,po,GlOBPES,-1.3346254826
forestsec,MDG,po,GlOBPES,0.060765892267
fishery,MDG,po,GlOBPES,0.10642919689
ruminant,MDG,po,GlOBPES,-0.077776260674
nonruminant,MDG,po,GlOBPES,-0.08515407145
PrFood,MDG,po,GlOBPES,-0.081823162735
PrLstk,MDG,po,GlOBPES,-0.09921541065
NRes,MDG,po,GlOBPES,0.070071473718
Mnfcing,MDG,po,GlOBPES,9.50273592025042E-0003
Services,MDG,po,GlOBPES,0.011726624332
paddyrice,MEAS_NAfr,po,GlOBPES,-0.79915493727
wheat,MEAS_NAfr,po,GlOBPES,-0.43129241467
crsgrns,MEAS_NAfr,po,GlOBPES,-0.61188131571
fruitveg,MEAS_NAfr,po,GlOBPES,-4.8860735893
oilsds,MEAS_NAfr,po,GlOBPES,-2.486754179
sugarcrps,MEAS_NAfr,po,GlOBPES,-0.65260094404
cotton,MEAS_NAfr,po,GlOBPES,-4.791993618
othercrps,MEAS_NAfr,po,GlOBPES,-0.6386231184
forestsec,MEAS_NAfr,po,GlOBPES,-0.66039597988
fishery,MEAS_NAfr,po,GlOBPES,0.11766635627
ruminant,MEAS_NAfr,po,GlOBPES,-0.28291356564
nonruminant,MEAS_NAfr,po,GlOBPES,-0.29088324308
PrFood,MEAS_NAfr,po,GlOBPES,-0.5963203311
PrLstk,MEAS_NAfr,po,GlOBPES,-0.17211088538
NRes,MEAS_NAfr,po,GlOBPES,0.068425260484
Mnfcing,MEAS_NAfr,po,GlOBPES,0.071081735194
Services,MEAS_NAfr,po,GlOBPES,0.077078402042
paddyrice,MEX,po,GlOBPES,0.24304509163
wheat,MEX,po,GlOBPES,-0.21280658245
crsgrns,MEX,po,GlOBPES,0.24185682833
fruitveg,MEX,po,GlOBPES,-0.9672973752
oilsds,MEX,po,GlOBPES,-1.2968246937
sugarcrps,MEX,po,GlOBPES,0.7132422924
cotton,MEX,po,GlOBPES,-0.852676332
othercrps,MEX,po,GlOBPES,-0.49630579352
forestsec,MEX,po,GlOBPES,1.2727963924
fishery,MEX,po,GlOBPES,0.079875186086
ruminant,MEX,po,GlOBPES,0.28941261768
nonruminant,MEX,po,GlOBPES,-0.072189718485
PrFood,MEX,po,GlOBPES,-0.067503519356
PrLstk,MEX,po,GlOBPES,0.067522324622
NRes,MEX,po,GlOBPES,0.069072060287
Mnfcing,MEX,po,GlOBPES,0.02487588115
Services,MEX,po,GlOBPES,0.016796257347
paddyrice,MYS,po,GlOBPES,2.1930940151
wheat,MYS,po,GlOBPES,0.33458459377
crsgrns,MYS,po,GlOBPES,1.0302699804
fruitveg,MYS,po,GlOBPES,0.13183160126
oilsds,MYS,po,GlOBPES,1.5419695377
sugarcrps,MYS,po,GlOBPES,2.6141986847
cotton,MYS,po,GlOBPES,-1.2911256552
othercrps,MYS,po,GlOBPES,0.8007953167
forestsec,MYS,po,GlOBPES,2.9549303055
fishery,MYS,po,GlOBPES,4.22242237254977E-0003
ruminant,MYS,po,GlOBPES,1.3844842911
nonruminant,MYS,po,GlOBPES,0.071503385901
PrFood,MYS,po,GlOBPES,0.6357820034
PrLstk,MYS,po,GlOBPES,0.10430131108
NRes,MYS,po,GlOBPES,0.059510726482
Mnfcing,MYS,po,GlOBPES,0.039630334824
Services,MYS,po,GlOBPES,-0.025073567405
paddyrice,NGA,po,GlOBPES,0.073736734688
wheat,NGA,po,GlOBPES,-0.17195396125
crsgrns,NGA,po,GlOBPES,0.047405716032
fruitveg,NGA,po,GlOBPES,0.044680915773
oilsds,NGA,po,GlOBPES,-0.21777053177
sugarcrps,NGA,po,GlOBPES,9.04932152479887E-0003
cotton,NGA,po,GlOBPES,-2.5809679031
othercrps,NGA,po,GlOBPES,1.3285298347
forestsec,NGA,po,GlOBPES,0.84049016237
fishery,NGA,po,GlOBPES,0.055242724717
ruminant,NGA,po,GlOBPES,0.056925468147
nonruminant,NGA,po,GlOBPES,0.071162089705
PrFood,NGA,po,GlOBPES,0.10036374629
PrLstk,NGA,po,GlOBPES,0.068884558976
NRes,NGA,po,GlOBPES,0.064898923039
Mnfcing,NGA,po,GlOBPES,-0.037298236042
Services,NGA,po,GlOBPES,0.069167785347
paddyrice,Oceania,po,GlOBPES,-0.29251620173
wheat,Oceania,po,GlOBPES,-0.3651933372
crsgrns,Oceania,po,GlOBPES,-0.21613050997
fruitveg,Oceania,po,GlOBPES,-1.0918149948
oilsds,Oceania,po,GlOBPES,-1.5323984623
sugarcrps,Oceania,po,GlOBPES,-0.29051327705
cotton,Oceania,po,GlOBPES,-2.9811506271
othercrps,Oceania,po,GlOBPES,-0.50044709444
forestsec,Oceania,po,GlOBPES,-0.14777128398
fishery,Oceania,po,GlOBPES,0.09520059824
ruminant,Oceania,po,GlOBPES,-0.096206918359
nonruminant,Oceania,po,GlOBPES,-0.10491723567
PrFood,Oceania,po,GlOBPES,-0.097283639014
PrLstk,Oceania,po,GlOBPES,-0.080972649157
NRes,Oceania,po,GlOBPES,0.069611921906
Mnfcing,Oceania,po,GlOBPES,-0.028934217989
Services,Oceania,po,GlOBPES,-0.068198733032
paddyrice,Oth_CEE_CIS,po,GlOBPES,-0.47759833932
wheat,Oth_CEE_CIS,po,GlOBPES,-0.35961577296
crsgrns,Oth_CEE_CIS,po,GlOBPES,-0.3273717165
fruitveg,Oth_CEE_CIS,po,GlOBPES,-1.2779011726
oilsds,Oth_CEE_CIS,po,GlOBPES,-2.7694880962
sugarcrps,Oth_CEE_CIS,po,GlOBPES,-0.29807701707
cotton,Oth_CEE_CIS,po,GlOBPES,-1.7261271477
othercrps,Oth_CEE_CIS,po,GlOBPES,-0.43601703644
forestsec,Oth_CEE_CIS,po,GlOBPES,-0.67038083076
fishery,Oth_CEE_CIS,po,GlOBPES,0.077631086111
ruminant,Oth_CEE_CIS,po,GlOBPES,-0.24929518998
nonruminant,Oth_CEE_CIS,po,GlOBPES,-0.17929215729
PrFood,Oth_CEE_CIS,po,GlOBPES,-0.27926367521
PrLstk,Oth_CEE_CIS,po,GlOBPES,-0.08735550195
NRes,Oth_CEE_CIS,po,GlOBPES,0.06759596616
Mnfcing,Oth_CEE_CIS,po,GlOBPES,0.026440486312
Services,Oth_CEE_CIS,po,GlOBPES,0.022784437984
paddyrice,Oth_Europe,po,GlOBPES,-0.14277093112
wheat,Oth_Europe,po,GlOBPES,-0.34093663096
crsgrns,Oth_Europe,po,GlOBPES,-0.22051748633
fruitveg,Oth_Europe,po,GlOBPES,-1.3818938732
oilsds,Oth_Europe,po,GlOBPES,-2.2595443726
sugarcrps,Oth_Europe,po,GlOBPES,-0.23063708842
cotton,Oth_Europe,po,GlOBPES,-1.4276046753
othercrps,Oth_Europe,po,GlOBPES,-0.46295109391
forestsec,Oth_Europe,po,GlOBPES,-1.1112070084
fishery,Oth_Europe,po,GlOBPES,0.060305837542
ruminant,Oth_Europe,po,GlOBPES,-0.13121427596
nonruminant,Oth_Europe,po,GlOBPES,-0.070949405432
PrFood,Oth_Europe,po,GlOBPES,-0.038145400584
PrLstk,Oth_Europe,po,GlOBPES,-0.031439296901
NRes,Oth_Europe,po,GlOBPES,0.075293801725
Mnfcing,Oth_Europe,po,GlOBPES,0.013058373705
Services,Oth_Europe,po,GlOBPES,0.017944926396
paddyrice,PAK,po,GlOBPES,-0.051799748093
wheat,PAK,po,GlOBPES,-0.09725253284
crsgrns,PAK,po,GlOBPES,-0.1056316644
fruitveg,PAK,po,GlOBPES,-0.46901789308
oilsds,PAK,po,GlOBPES,-0.25700941682
sugarcrps,PAK,po,GlOBPES,-0.059291291982
cotton,PAK,po,GlOBPES,-0.095906190574
othercrps,PAK,po,GlOBPES,-0.22783868015
forestsec,PAK,po,GlOBPES,-0.38942936063
fishery,PAK,po,GlOBPES,0.086027488112
ruminant,PAK,po,GlOBPES,-0.12306206673
nonruminant,PAK,po,GlOBPES,-0.10409751534
PrFood,PAK,po,GlOBPES,-0.16796864569
PrLstk,PAK,po,GlOBPES,-0.12372978777
NRes,PAK,po,GlOBPES,0.096486948431
Mnfcing,PAK,po,GlOBPES,-0.042991660535
Services,PAK,po,GlOBPES,1.78790325298905E-0003
paddyrice,PHL,po,GlOBPES,-0.33568102121
wheat,PHL,po,GlOBPES,-0.21367734671
crsgrns,PHL,po,GlOBPES,-0.34402889013
fruitveg,PHL,po,GlOBPES,-1.3445487022
oilsds,PHL,po,GlOBPES,-3.674141407
sugarcrps,PHL,po,GlOBPES,-0.33207458258
cotton,PHL,po,GlOBPES,-1.3783208132
othercrps,PHL,po,GlOBPES,-1.9410948753
forestsec,PHL,po,GlOBPES,-0.37317287922
fishery,PHL,po,GlOBPES,0.13702766597
ruminant,PHL,po,GlOBPES,-0.21921885014
nonruminant,PHL,po,GlOBPES,-0.085177280009
PrFood,PHL,po,GlOBPES,-0.25092282891
PrLstk,PHL,po,GlOBPES,-0.15801885724
NRes,PHL,po,GlOBPES,0.074577137828
Mnfcing,PHL,po,GlOBPES,0.027035454288
Services,PHL,po,GlOBPES,0.027915434912
paddyrice,POL,po,GlOBPES,-0.20376488566
wheat,POL,po,GlOBPES,-0.16908329725
crsgrns,POL,po,GlOBPES,0.039003599435
fruitveg,POL,po,GlOBPES,-6.3044576645
oilsds,POL,po,GlOBPES,-8.8610620499
sugarcrps,POL,po,GlOBPES,0.36291512847
cotton,POL,po,GlOBPES,-2.0058529377
othercrps,POL,po,GlOBPES,-0.17421910167
forestsec,POL,po,GlOBPES,-0.70445311069
fishery,POL,po,GlOBPES,0.065860614181
ruminant,POL,po,GlOBPES,0.076114982367
nonruminant,POL,po,GlOBPES,-0.010926189832
PrFood,POL,po,GlOBPES,-0.16099399328
PrLstk,POL,po,GlOBPES,-0.017462000251
NRes,POL,po,GlOBPES,0.06287304312
Mnfcing,POL,po,GlOBPES,0.03032848984
Services,POL,po,GlOBPES,0.042490243912
paddyrice,R_S_Asia,po,GlOBPES,-0.27199050784
wheat,R_S_Asia,po,GlOBPES,-0.29559272528
crsgrns,R_S_Asia,po,GlOBPES,-0.2862586081
fruitveg,R_S_Asia,po,GlOBPES,-0.75808668137
oilsds,R_S_Asia,po,GlOBPES,-1.6284542084
sugarcrps,R_S_Asia,po,GlOBPES,-0.30374637246
cotton,R_S_Asia,po,GlOBPES,-1.3970655203
othercrps,R_S_Asia,po,GlOBPES,-0.43563523889
forestsec,R_S_Asia,po,GlOBPES,0.15462453663
fishery,R_S_Asia,po,GlOBPES,0.096188761294
ruminant,R_S_Asia,po,GlOBPES,-0.16142956913
nonruminant,R_S_Asia,po,GlOBPES,-0.031264133751
PrFood,R_S_Asia,po,GlOBPES,-0.18154072762
PrLstk,R_S_Asia,po,GlOBPES,-0.059750955552
NRes,R_S_Asia,po,GlOBPES,0.073087982833
Mnfcing,R_S_Asia,po,GlOBPES,9.29120276123285E-0003
Services,R_S_Asia,po,GlOBPES,7.55650317296386E-0003
paddyrice,R_SE_Asia,po,GlOBPES,0.10101061314
wheat,R_SE_Asia,po,GlOBPES,-0.21853221953
crsgrns,R_SE_Asia,po,GlOBPES,0.065197102726
fruitveg,R_SE_Asia,po,GlOBPES,-0.59643000364
oilsds,R_SE_Asia,po,GlOBPES,-1.2991411686
sugarcrps,R_SE_Asia,po,GlOBPES,0.08774638176
cotton,R_SE_Asia,po,GlOBPES,-1.961611867
